Country Name,Country Code,Year,Year Code,ARI treatment (% of children under 5 taken to a health provider) [SH.STA.ARIC.ZS],Children with fever receiving antimalarial drugs (% of children under age 5 with fever) [SH.MLR.TRET.ZS],Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding) [SH.STA.ORCF.ZS],Diarrhea treatment (% of children under 5 who received ORS packet) [SH.STA.ORTH],"Incidence of malaria (per 1,000 population at risk) [SH.MLR.INCD.P3]","Incidence of tuberculosis (per 100,000 people) [SH.TBS.INCD]",Intermittent preventive treatment (IPT) of malaria in pregnancy (% of pregnant women) [SH.MLR.IPTP.ZS],Malaria cases reported [SH.STA.MALR],"Tuberculosis case detection rate (%, all forms) [SH.TBS.DTEC.ZS]","Tuberculosis death rate (per 100,000 people) [SH.TBS.MORT]",Tuberculosis treatment success rate (% of new cases) [SH.TBS.CURE.ZS],Use of insecticide-treated bed nets (% of under-5 population) [SH.MLR.NETS.ZS],Female headed households (% of households with a female head) [SP.HOU.FEMA.ZS],"GNI per capita, Atlas method (current US$) [NY.GNP.PCAP.CD]","Labor force, female (% of total labor force) [SL.TLF.TOTL.FE.ZS]","Labor force, total [SL.TLF.TOTL.IN]","Literacy rate, adult female (% of females ages 15 and above) [SE.ADT.LITR.FE.ZS]","Literacy rate, adult male (% of males ages 15 and above) [SE.ADT.LITR.MA.ZS]","Literacy rate, adult total (% of people ages 15 and above) [SE.ADT.LITR.ZS]","Literacy rate, youth male (% of males ages 15-24) [SE.ADT.1524.LT.MA.ZS]","Literacy rate, youth total (% of people ages 15-24) [SE.ADT.1524.LT.ZS]",Poverty headcount ratio at national poverty line (% of population) [SI.POV.NAHC],"Primary completion rate, female (% of relevant age group) [SE.PRM.CMPT.FE.ZS]","Primary completion rate, male (% of relevant age group) [SE.PRM.CMPT.MA.ZS]","Primary completion rate, total (% of relevant age group) [SE.PRM.CMPT.ZS]","Public spending on education, total (% of GDP) [SE.XPD.TOTL.GD.ZS]",Ratio of school attendance of orphans to school attendance of non-orphans ages 10-14 [SE.ENR.ORPH],Ratio of young literate females to males (% ages 15-24) [SE.ADT.1524.LT.FM.ZS],Rural poverty headcount ratio at national poverty lines (% of rural population) [SI.POV.RUHC],"School enrollment, primary (% gross) [SE.PRM.ENRR]","School enrollment, primary (% net) [SE.PRM.NENR]","School enrollment, primary, female (% gross) [SE.PRM.ENRR.FE]","School enrollment, primary, female (% net) [SE.PRM.NENR.FE]","School enrollment, primary, male (% gross) [SE.PRM.ENRR.MA]","School enrollment, primary, male (% net) [SE.PRM.NENR.MA]","School enrollment, secondary (% gross) [SE.SEC.ENRR]","School enrollment, secondary (% net) [SE.SEC.NENR]","School enrollment, secondary, female (% gross) [SE.SEC.ENRR.FE]","School enrollment, secondary, female (% net) [SE.SEC.NENR.FE]","School enrollment, secondary, male (% gross) [SE.SEC.ENRR.MA]","School enrollment, secondary, male (% net) [SE.SEC.NENR.MA]","School enrollment, tertiary (% gross) [SE.TER.ENRR]","School enrollment, tertiary, female (% gross) [SE.TER.ENRR.FE]",Share of women employed in the nonagricultural sector (% of total nonagricultural employment) [SL.EMP.INSV.FE.ZS],"Unemployment, female (% of female labor force) [SL.UEM.TOTL.FE.ZS]","Unemployment, male (% of male labor force) [SL.UEM.TOTL.MA.ZS]","Unemployment, total (% of total labor force) [SL.UEM.TOTL.ZS]",Urban poverty headcount ratio at national poverty lines (% of urban population) [SI.POV.URHC]
Euro area,EMU,2017,YR2017,..,..,..,..,..,..,..,..,..,..,..,..,..,35816.15403,46.07530708,164533486,..,..,..,..,..,..,97.36315918,95.52497101,96.41973877,4.882740021,..,..,..,102.6466904,97.44854,102.4133606,97.64662,102.8676529,97.26098,108.3896637,90.58376,107.9103165,90.98786,108.8416672,90.20529,73.67427063,79.70484161,..,9.454829432,8.728493432,9.063260447,..
Euro area,EMU,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..,..,38718.07194,46.07654143,165354109,..,..,..,..,..,..,97.41088104,95.53984833,96.45072174,4.805599928,..,..,..,102.5156631,..,102.297821,..,102.7219086,..,108.4789734,90.60507,108.1785965,91.01464,108.7619171,90.22215,75.13626099,81.55107117,..,8.571242035,7.847711771,8.180434026,..
Euro area,EMU,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,40065.32169,46.16370158,165829851,..,..,..,..,..,..,97.00228882,95.09674835,96.02469635,..,..,..,..,102.4077835,..,102.355217,..,102.4575119,..,108.3082886,..,108.0780106,..,108.525032,..,76.90232086,83.53701019,..,7.933596521,7.23151997,7.552298568,..
Europe & Central Asia,ECS,2017,YR2017,..,..,..,..,..,30,..,..,87,2.7,76,..,..,22838.10667,45.2525135,436303884,97.78513336,98.79834747,98.27191925,99.67359924,99.65886688,..,98.03076172,97.38047791,97.69724274,4.780779839,..,0.999710023,..,100.6957703,94.97764,100.5134201,94.94759,100.8686829,95.00614,105.5005112,90.20232,104.8034363,90.16755,106.1616898,90.23664,70.08499146,74.83283997,..,7.549431928,7.407812165,7.472206635,..
Europe & Central Asia,ECS,2018,YR2018,..,..,..,..,..,28,..,..,87,2.4,75,..,..,24373.25471,45.25671991,437925603,97.88170624,98.83188629,98.33351898,99.68351746,99.67011261,..,97.86637878,97.36756134,97.610672,4.678199768,..,0.999750018,..,100.860939,94.87481,100.6147766,94.86631,101.0942612,94.88287,105.1122284,89.92563,104.616478,89.86586,105.582222,89.98414,72.04505157,77.04885101,..,7.000344703,6.795028179,6.888105729,..
Europe & Central Asia,ECS,2019,YR2019,..,..,..,..,..,27,..,..,88,2.2,..,..,..,25217.25434,45.29791626,438202649,97.94228363,98.86026001,98.37896729,99.69577789,99.68486786,..,98.70014191,98.29888916,98.49478149,..,..,0.999790013,..,100.8249435,..,100.6599731,..,100.9812317,..,104.592453,..,104.0978012,..,105.0611877,..,74.31363678,79.80175781,..,6.772240067,6.614286689,6.685888411,..
Europe & Central Asia (excluding high income),ECA,2017,YR2017,..,..,..,..,..,54,..,..,87,5.2,78,..,..,7439.801123,44.18558896,191307302,98.44123077,99.54649353,98.97245789,99.76451111,99.73755646,..,97.24745941,97.2621994,97.25482941,4.091020107,..,0.999450028,..,98.27501678,91.98788,98.06590271,91.79124,98.47315979,92.17418,99.52716064,88.63549,98.27864838,88.23702,100.7143402,89.01519,69.94296265,71.65499115,..,7.056561572,7.404951974,7.251642549,..
Europe & Central Asia (excluding high income),ECA,2018,YR2018,..,..,..,..,..,51,..,..,88,4.6,77,..,..,7864.362419,44.16297104,191671868,98.51257324,99.56616974,99.00773621,99.76963043,99.75512695,..,97.88027191,98.04209137,97.96315002,4.486399889,..,0.99970001,..,99.17340088,91.81915,98.8559494,91.67335,99.47396851,91.95718,99.31417084,88.08639,98.39095306,87.63771,100.1914368,88.51419,72.41004944,74.23844147,..,6.804515674,7.014828132,6.922262225,..
Europe & Central Asia (excluding high income),ECA,2019,YR2019,..,..,..,..,..,48,..,..,88,4.2,..,..,..,8253.810794,44.15469953,191109210,98.56629181,99.58109283,99.04348755,99.7733078,99.76876831,..,99.51068878,99.8912735,99.70594025,3.945760012,..,0.999909997,..,99.38440704,..,99.08866882,..,99.66429901,..,99.32315063,..,98.25906372,..,100.3335037,..,74.82637787,77.3081131,..,6.986902725,7.247112412,7.134789493,..
Europe & Central Asia (IDA & IBRD countries),TEC,2017,YR2017,..,..,..,..,..,..,..,..,..,..,..,..,..,7926.813722,44.23362949,211572963,98.43508911,99.50231934,98.948349,99.75153351,99.72953033,..,97.86177826,97.72601318,97.79194641,4.091020107,..,0.999549985,..,98.42192078,92.30525,98.23654938,92.11119,98.59757996,92.48914,100.0960007,88.96116,98.84709167,88.61093,101.2839432,89.29504,69.75921631,72.52011108,..,6.911736189,7.211815617,7.079836917,..
Europe & Central Asia (IDA & IBRD countries),TEC,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..,..,8439.803007,44.22344787,211857380,98.49926758,99.52005768,98.9805069,99.75713348,99.74617004,..,97.61979675,97.80995941,97.71723175,4.615799904,..,0.999779999,..,98.93457031,92.15259,98.59680939,92.00484,99.25447845,92.29252,99.99034119,88.43456,99.05903625,88.0361,100.875679,88.81475,72.07705688,74.95561218,..,6.568213958,6.746343771,6.668342165,..
Europe & Central Asia (IDA & IBRD countries),TEC,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,8897.699364,44.1979896,211215979,98.54840851,99.53375244,99.01315308,99.76119232,99.7591095,..,99.16306305,99.58184814,99.37789917,3.945760012,..,0.999960005,..,99.14478302,..,98.82044983,..,99.45185089,..,99.97318268,..,98.91132355,..,100.9820328,..,74.34101105,77.81729889,..,6.692959301,6.873158969,6.79610619,..
European Union,EUU,2017,YR2017,..,..,..,..,..,..,..,..,..,..,..,..,..,31807.80879,45.83625092,215697847,..,..,..,..,..,..,98.27989197,97.02909088,97.63845062,4.619729996,..,..,..,101.8329697,96.79802,101.6560822,96.89752,102.0007706,96.70363,110.5731125,91.44627,110.5096817,91.79638,110.63311,91.11692,69.4903183,77.09411621,..,8.451740142,7.875646462,8.140143189,..
European Union,EUU,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..,..,34469.18737,45.84097531,216489625,..,..,..,..,..,..,97.18144226,96.0530014,96.60308075,4.627309799,..,..,..,101.5097198,..,101.3133698,..,101.6959686,..,109.9660187,91.46641,109.9772568,91.82051,109.9553986,91.13372,70.9749527,78.91909027,..,7.579496309,7.003564025,7.267544741,..
European Union,EUU,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,35810.37526,45.87661114,217001640,..,..,..,..,..,..,97.1151123,95.98101044,96.53427124,..,..,..,..,101.2941208,..,101.223671,..,101.3609085,..,108.8988419,..,109.0748825,..,108.7324219,..,73.07480621,81.31355286,..,7.037310692,6.415330222,6.6980312,..
Faroe Islands,FRO,2017,YR2017,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.233380318,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,2017,YR2017,..,..,..,..,..,51,..,..,80,4.2,81,..,..,5370,32.89581165,357468,..,..,..,..,..,..,..,..,..,4.651189804,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.55,3.59,4.24,..
Fiji,FJI,2018,YR2018,..,..,..,..,..,54,..,..,80,4.3,66,..,..,5910,32.92068739,359388,..,..,..,..,..,..,..,..,..,4.835710049,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.42,3.55,4.16,..
Fiji,FJI,2019,YR2019,..,..,..,..,..,66,..,..,80,4.4,..,..,..,5800,32.91691519,362136,..,..,..,..,..,29.9,106.5196304,111.1240311,108.8697662,5.067880154,..,..,..,116.4591064,..,114.2040634,..,118.61689,..,..,..,..,..,..,..,53.49316025,64.05983734,..,5.33,3.51,4.11,..
Finland,FIN,2017,YR2017,..,..,..,..,..,4.9,..,..,87,0.64,36,..,..,44790,47.96454964,2709253,..,..,..,..,..,12,101.1236725,101.8568573,101.4983215,6.363110065,..,..,..,100.1546402,98.62944,99.89141083,98.75032,100.4065628,98.51376,153.9635773,96.1047,161.5119629,96.3946,146.773941,95.82859,88.1978302,95.74749756,..,8.39,8.87,8.64,..
Finland,FIN,2018,YR2018,..,..,..,..,..,4.8,..,..,87,0.47,20,..,..,48160,48.01478135,2742645,..,..,..,..,..,11.6,100.7613373,100.0032806,100.3738098,6.269299984,..,..,..,100.2051086,..,99.93276978,..,100.4656601,..,154.8202362,..,162.6388397,..,147.3700256,..,90.2617569,98.06279755,..,7.3,7.42,7.36,..
Finland,FIN,2019,YR2019,..,..,..,..,..,4.7,..,..,87,0.42,..,..,..,49950,47.99949799,2748960,..,..,..,..,..,12.2,100.9816208,100.9707794,100.9760818,..,..,..,..,99.91573334,..,99.6359787,..,100.1833191,..,145.318985,..,152.1194458,..,138.8379059,..,92.95500946,101.5003586,..,6.17,7.18,6.7,..
Fragile and conflict affected situations,FCS,2017,YR2017,..,28.12267318,36.93407978,..,196.5240456,..,..,..,..,..,..,49.12374421,..,1666.37317,41.37134019,312683053,57.4636116,72.67961121,65.00601959,79.43981171,74.7802887,..,66.71321106,73.70870209,70.26101685,2.707590103,..,0.881470025,..,96.64901733,76.56647,92.22987366,72.52852,100.937912,80.50752,45.52920151,37.63171,42.28335953,33.77905,48.68928909,41.40841,13.87516975,13.14748955,..,6.874988118,5.982055772,6.350838971,..
Fragile and conflict affected situations,FCS,2018,YR2018,..,..,..,..,195.7034162,..,..,..,..,..,..,..,..,1671.218114,41.32846248,321757679,56.11500931,71.01689148,63.49599075,77.61728668,73.15035248,..,67.05085754,74.22270203,70.68862152,3.131200075,..,0.883949995,..,97.88870239,77.02801,93.50200653,73.03517,102.1441574,80.92359,45.90515137,37.62826,42.76715088,33.78372,48.95957947,41.39649,..,..,..,6.526385962,6.052542643,6.248954477,..
Fragile and conflict affected situations,FCS,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,1745.578005,41.18480573,330025718,56.43400955,71.18499756,63.74937057,77.75095367,73.47483063,..,67.1594696,74.37085724,70.81741333,..,..,0.888719976,..,97.68274689,..,93.17433167,..,102.0543976,..,45.81922913,..,42.65826035,..,48.89496994,..,..,..,..,6.286338616,6.156209214,6.210801683,..
France,FRA,2017,YR2017,..,..,..,..,..,9,..,..,83,0.58,24,..,..,38270,47.79769835,30287563,..,..,..,..,..,13.4,..,..,..,5.451600075,..,..,..,102.4172211,98.92727,102.1058121,..,102.7149429,..,103.7560806,94.66595,104.1591873,95.32789,103.3725128,94.0351,65.80223083,73.04025269,..,9.37,9.44,9.41,..
France,FRA,2018,YR2018,..,..,..,..,..,8.9,..,..,83,0.51,11,..,..,41060,47.93225504,30438691,..,..,..,..,..,13.6,..,..,..,5.413169861,..,..,..,102.4644089,..,102.1520767,..,102.7634277,..,103.7733307,..,104.0711288,..,103.4898682,..,67.54351807,75.18060303,..,9.05,8.99,9.02,..
France,FRA,2019,YR2019,..,..,..,..,..,8.7,..,..,86,0.45,..,..,..,42270,48.08574936,30385859,..,..,..,..,..,..,..,..,..,..,..,..,..,102.5394821,..,102.2732086,..,102.7942276,..,104.2929916,..,104.3707809,..,104.2188797,..,68.35790253,76.19490814,..,8.38,8.5,8.44,..
French Polynesia,PYF,2017,YR2017,..,..,..,..,..,22,..,..,87,1.8,81,..,..,..,43.37253696,117081,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.44,11.61,12.4,..
French Polynesia,PYF,2018,YR2018,..,..,..,..,..,22,..,..,87,1.8,..,..,..,..,43.40469849,117144,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.7,11.74,12.59,..
French Polynesia,PYF,2019,YR2019,..,..,..,..,..,20,..,..,..,1.7,..,..,..,..,43.40431699,117304,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.91,11.82,12.72,..
Gabon,GAB,2017,YR2017,..,..,..,..,254.2400955,529,..,35244,48,80,25,..,..,6510,40.11973062,681864,..,..,..,..,..,33.4,..,..,..,3.326809883,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.2,14.39,19.93,..
Gabon,GAB,2018,YR2018,..,..,..,..,248.2263982,525,..,111719,51,77,50,..,..,6830,40.00703039,702664,83.42397308,85.85234833,84.66716003,88.14196014,89.78366089,..,..,..,..,2.933459997,..,1.036170006,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.01,14.27,19.77,..
Gabon,GAB,2019,YR2019,..,..,..,..,..,521,..,..,48,84,..,..,..,7170,39.9528526,721991,..,..,..,..,..,..,80.7114563,76.18595123,78.42915344,2.767829895,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.06587029,23.36967087,..,27.95,14.11,19.64,..
"Gambia, The",GMB,2017,YR2017,..,..,..,..,53.02091332,166,43.4,72412,68,21,81,62.4,..,660,43.86397713,729642,..,..,..,..,..,..,75.1962204,68.94039154,72.04599762,2.459189892,..,..,..,95.23710632,76.0989,99.07141113,79.84201,91.46875763,72.42019,..,..,..,..,..,..,..,..,..,12.34,6.61,9.12,..
"Gambia, The",GMB,2018,YR2018,53.2,..,48.3,43.9,65.99733695,162,37.5,91742,65,22,88,56,..,720,43.93994305,753285,..,..,..,..,..,..,78.89572906,70.58396149,74.71024323,2.365439892,..,..,..,98.01438141,76.81635,102.4634628,80.63495,93.64234924,73.06389,..,..,..,..,..,..,..,..,..,12.15,6.56,9.02,..
"Gambia, The",GMB,2019,YR2019,..,..,..,..,..,158,..,..,71,19,..,..,..,750,44.0468061,777591,..,..,..,..,..,..,84.03160095,73.92729187,78.94251251,2.875299931,..,..,..,101.6599731,..,106.9315872,..,96.48123932,..,..,..,..,..,..,..,..,..,..,12.04,6.5,8.94,..
Georgia,GEO,2017,YR2017,..,..,..,..,0,86,..,0,76,4.2,84,..,..,4040,45.39380233,2002172,99.2947464,99.43752289,99.36425781,99.76824951,99.64080811,21.9,113.9880981,113.4470825,113.7015991,3.574429989,..,0.997250021,..,100.3583069,97.91476,100.9272766,..,99.84755707,..,103.3810577,94.21028,103.9587173,95.0518,102.8712463,93.46762,56.8112793,60.68053818,..,12.7,14.97,13.94,..
Georgia,GEO,2018,YR2018,..,..,38.4,42.4,0,80,..,0,73,4,84,..,..,4460,46.42039974,1922142,..,..,..,..,..,20.1,96.34047699,94.76690674,95.50823212,3.52105999,..,..,..,98.63083649,96.43624,99.22566223,..,98.09427643,..,105.9787216,95.94754,106.7772598,96.84329,105.2725677,95.15542,60.33444977,63.73786163,..,11.22,13.92,12.67,..
Georgia,GEO,2019,YR2019,..,..,..,..,..,74,..,..,73,3.8,..,..,..,4690,46.39278112,1892372,99.45179749,99.68112183,99.55844116,99.72337341,99.70420837,19.5,94.10443878,91.68662262,92.82787323,3.808640003,..,0.99958998,..,99.29888153,..,99.69996643,..,98.93492126,..,106.2963486,..,106.7526932,..,105.8918228,..,63.91550064,68.11850739,..,10.15,12.79,11.57,..
Germany,DEU,2017,YR2017,..,..,..,..,..,6.8,..,..,95,0.36,71,..,..,43610,46.407831,43288289,..,..,..,..,..,16,99.11704254,98.51217651,98.80513763,4.882740021,..,..,..,104.0223618,90.14286,104.1597977,..,103.893013,..,98.40927887,85.29882,95.22350311,84.68996,101.3858032,85.86768,70.2466507,70.70688629,..,3.32,4.12,3.75,..
Germany,DEU,2018,YR2018,..,..,..,..,..,6.7,..,..,95,0.36,71,..,..,47020,46.31661769,43562285,..,..,..,..,..,14.8,101.5877686,100.1462402,100.8433228,4.992740154,..,..,..,103.8945618,..,104.279808,..,103.5328064,..,97.59349823,..,94.55297089,..,100.4210892,..,70.34264374,71.48545074,..,2.91,3.79,3.38,..
Germany,DEU,2019,YR2019,..,..,..,..,..,5.8,..,..,95,0.36,..,..,..,48550,46.29436164,43871267,..,..,..,..,..,..,99.84404755,98.2456665,99.01779938,..,..,..,..,102.5161819,..,102.958252,..,102.1015778,..,97.54060364,..,94.79244995,..,100.0859299,..,73.52105713,74.34445953,..,2.73,3.5,3.14,..
Ghana,GHA,2017,YR2017,..,..,..,..,212.5594029,152,..,5584185,32,36,85,..,..,1870,46.46331162,12304194,..,..,..,..,..,..,94.48327637,94.95574951,94.72445679,3.627379894,..,..,..,105.5098801,85.1822,106.0508499,85.75493,104.9904938,84.63233,69.00921631,55.4414,68.06838226,55.81603,69.90982819,55.08278,16.01313019,13.42022991,..,4.39,4.08,4.22,..
Ghana,GHA,2018,YR2018,55.5,..,38.7,47.8,224.3415786,148,51.7,4808163,32,36,84,48.6,..,2120,46.55622413,12611143,74.47438812,83.52458191,79.03964233,92.76100159,92.4909668,..,94.60922241,93.04157257,93.80911255,4.004129887,..,0.994040012,..,103.5684662,84.48045,104.2070084,85.08209,102.9555206,83.90292,71.31968689,58.2609,70.78669739,58.78122,71.82997894,57.76273,15.6917696,13.56527996,..,4.29,4.05,4.16,..
Ghana,GHA,2019,YR2019,..,..,..,..,..,144,61,..,34,34,..,54.1,34.8,2210,46.65673324,12919340,..,..,..,..,..,..,..,..,..,..,..,..,..,104.8414078,86.15823,105.5779495,86.60582,104.1346207,85.72872,74.67948914,57.24406,74.62975311,57.88249,74.72712708,56.6328,17.23296928,15.77715015,..,4.29,3.97,4.12,..
Gibraltar,GIB,2017,YR2017,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,93.88645935,90.67797089,92.25805664,..,..,..,..,103.5440292,..,103.7230072,..,103.3715897,..,117.4721222,93.83962,115.749733,91.58576,119.1422577,96.0251,..,..,..,..,..,..,..
Gibraltar,GIB,2018,YR2018,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,2019,YR2019,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,106.2222214,94.42060089,100.218338,..,..,..,..,107.7583008,..,108.938118,..,106.6326523,..,92.89405823,..,90.55944061,..,95.16129303,..,..,..,..,..,..,..,..
Greece,GRC,2017,YR2017,..,..,..,..,..,4.7,..,..,87,0.46,..,..,..,17940,44.0216323,4812802,..,..,..,..,..,18.5,95.91126251,97.57852173,96.76635742,3.47220993,..,..,..,99.55348206,98.22037,99.56858826,98.45671,99.53925323,97.99765,104.4962692,93.34588,101.3692932,92.61503,107.4995193,94.04781,136.6025696,136.9972382,..,26.12,17.85,21.49,..
Greece,GRC,2018,YR2018,..,..,..,..,..,4.4,..,..,87,0.46,0,..,..,19050,43.7303669,4804069,97.39409637,98.50704956,97.93595123,99.26000214,99.16000366,17.9,97.54270172,98.3012085,97.93238068,3.593950033,..,0.998090029,..,99.36643219,..,99.54216766,..,99.20121765,..,104.8778992,..,102.0523605,..,107.5824966,..,142.8520355,142.882431,..,24.29,15.41,19.29,..
Greece,GRC,2019,YR2019,..,..,..,..,..,4.3,..,..,96,0.46,..,..,..,19690,43.75330215,4822612,..,..,..,..,..,..,95.76154327,96.90579987,96.35045624,..,..,..,..,99.96620178,..,100.2269516,..,99.72148132,..,108.0768585,..,105.2125702,..,110.8096619,..,148.5308838,150.0460663,..,21.55,14.02,17.31,..
Greenland,GRL,2017,YR2017,..,..,..,..,..,116,..,..,87,9.5,77,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.02855968,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,2018,YR2018,..,..,..,..,..,100,..,..,87,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.5601902,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,2019,YR2019,..,..,..,..,..,128,..,..,87,11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,2017,YR2017,..,..,..,..,..,3.1,..,..,87,1.6,67,..,..,8740,..,..,..,..,..,..,..,..,113.4816818,128.144455,120.9955292,3.173799992,..,..,..,111.447731,..,108.6667786,..,114.0786133,..,114.4597015,87.72998,116.7898636,82.76135,112.2137375,92.51908,100.1964188,110.3379669,..,..,..,..,..
Grenada,GRD,2018,YR2018,..,..,..,..,..,2.1,..,..,87,1.5,50,..,..,9560,..,..,..,..,..,..,..,..,120.8596725,125.0299377,123.0012283,3.552550077,..,..,..,106.8507614,95.86628,105.9980011,..,107.6571579,..,120.1183395,..,122.0998917,..,118.2169495,..,104.561882,116.2242584,..,..,..,..,..
Grenada,GRD,2019,YR2019,..,..,..,..,..,3.1,..,..,87,1.5,..,..,..,9830,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guam,GUM,2017,YR2017,..,..,..,..,..,59,..,..,87,4.8,89,..,..,..,40.77133947,79524,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.76,6,5.49,..
Guam,GUM,2018,YR2018,..,..,..,..,..,49,..,..,87,4,80,..,..,..,40.72628753,80464,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.86,6.09,5.59,..
Guam,GUM,2019,YR2019,..,..,..,..,..,54,..,..,87,4.4,..,..,..,..,40.7112631,81292,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.97,6.12,5.65,..
Guatemala,GTM,2017,YR2017,..,..,..,..,0.343006025,25,..,3743,80,2,87,..,..,4100,33.04600933,6499051,..,..,..,..,..,..,79.5324173,80.33345032,79.94132996,2.950099945,..,..,..,101.1948929,85.58408,99.61361694,85.59574,102.7097702,85.5729,52.83509827,43.59611,51.47755814,42.6191,54.14197159,44.53665,..,..,..,3.52,1.94,2.46,..
Guatemala,GTM,2018,YR2018,..,..,..,..,0.270414531,26,..,3021,80,1.8,88,..,..,4400,33.23798789,6690059,76.72338104,85.34117889,80.81067657,95.37834167,94.60414886,..,79.41378784,79.95549774,79.69037628,3.137049913,..,0.984130025,..,101.9026184,86.88631,100.5426712,87.03699,103.2051926,86.74199,52.72243118,43.77665,51.43817902,42.97926,53.95769882,44.54363,..,..,..,3.47,1.88,2.41,..
Guatemala,GTM,2019,YR2019,..,..,..,..,..,26,..,..,80,1.7,..,..,..,4610,33.45458891,6879134,..,..,..,..,..,..,79.33952332,78.92989349,79.13033295,3.199280024,..,..,..,101.8734894,..,100.7225189,..,102.9757004,..,51.14957809,..,50.11746979,..,52.14147949,..,22.14220047,23.80612946,..,3.42,1.83,2.36,..
Guinea,GIN,2017,YR2017,..,..,..,..,311.5302271,176,..,1335323,65,23,88,..,..,820,54.47281949,4153767,..,..,..,..,..,..,..,..,..,2.320339918,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.180729866,5.458240032,..,3.23,5.49,4.26,..
Guinea,GIN,2018,YR2018,83.2,24.8,42.4,54.9,283.8873937,176,35.7,1214996,65,22,90,26.6,18.7,860,54.46517183,4290406,27.6925602,54.43117142,39.6176796,69.63989258,53.94052124,43.7,..,..,..,2.384320021,..,0.624199986,..,..,..,..,..,..,..,..,..,..,..,..,..,7.921060085,4.432219982,..,3.18,5.4,4.19,..
Guinea,GIN,2019,YR2019,..,..,..,..,..,176,..,..,73,19,..,..,..,950,54.45590021,4433672,..,..,..,..,..,..,..,..,..,1.848369956,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.018630028,4.007740021,..,3.17,5.3,4.14,..
Guinea-Bissau,GNB,2017,YR2017,..,..,..,..,78.33072413,361,..,92846,34,73,64,..,..,680,47.74231175,757877,..,..,..,..,..,..,..,..,..,2.200000048,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.88,2.93,2.9,..
